year,provinces_code,provinces_th,provinces_en,region_en,region_th,Standing_area_rai,Fruitful_area_rai,Productivity_tons,Productivity_per_rai_kg
2526,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,7773,3727,3257,874
2527,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,8136,4227,3694,874
2528,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,8409,1727,1988,1151
2529,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,8455,8136,1367,168
2530,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,8868,8409,1219,145
2531,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,11844,8455,1640,194
2532,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,12363,8535,1613,189
2533,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,12713,11511,5974,519
2534,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,16291,12363,5254,425
2535,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,18365,12713,6458,508
2536,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,20138,16291,10003,614
2537,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,22613,18365,13443,732
2538,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,24096,20138,12546,623
2539,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,26611,22613,16578,733
2540,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,34152,24096,22916,951
2541,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,50172,26611,2584,97
2542,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,58082,34152,15334,449
2543,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,66904,50172,50624,1009
2544,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,79021,56832,27791,489
2545,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,80164,51739,36528,706
2546,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,106425,63856,26245,411
2547,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,123242,76270,57126,749
2548,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,134382,102693,74332,724
2549,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,141922,116481,50320,432
2550,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,138258,125045,45930,367
2551,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,152896,117587,40646,346
2552,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,155166,121506,51386,423
2553,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,160067,149478,46609,312
2554,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,168910,151371,52956,350
2555,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,174422,156068,61731,396
2556,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,189337,165264,73063,442
2557,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,199687,171602,108040,630
2558,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,211724,187343,96503,515
2559,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,223159,198703,65682,331
2560,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,217201,198315,93523,472
2561,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,221375,207831,101386,488
2562,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,239711,213316,90015,422
2563,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,246135,219137,95428,435
2564,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,245853,236239,108598,460
2565,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,245311,242598,109796,453
2566,10,เชียงราย,Chiang Rai,Northern,ภาคเหนือ,238128,238074,85264,358
2526,20,พะเยา,Phayao,Northern,ภาคเหนือ,1357,1050,393,374
2527,20,พะเยา,Phayao,Northern,ภาคเหนือ,1996,1150,837,728
2528,20,พะเยา,Phayao,Northern,ภาคเหนือ,2641,1357,556,410
2529,20,พะเยา,Phayao,Northern,ภาคเหนือ,3138,1996,2128,1066
2530,20,พะเยา,Phayao,Northern,ภาคเหนือ,3740,2641,1035,392
2531,20,พะเยา,Phayao,Northern,ภาคเหนือ,4314,3138,3119,994
2532,20,พะเยา,Phayao,Northern,ภาคเหนือ,5017,3740,2177,582
2533,20,พะเยา,Phayao,Northern,ภาคเหนือ,5643,4314,5884,1364
2534,20,พะเยา,Phayao,Northern,ภาคเหนือ,6277,5017,2845,567
2535,20,พะเยา,Phayao,Northern,ภาคเหนือ,6931,5643,6749,1196
2536,20,พะเยา,Phayao,Northern,ภาคเหนือ,7575,6277,3578,570
2537,20,พะเยา,Phayao,Northern,ภาคเหนือ,8373,6931,7236,1044
2538,20,พะเยา,Phayao,Northern,ภาคเหนือ,9094,7575,4871,643
2539,20,พะเยา,Phayao,Northern,ภาคเหนือ,9600,8373,8551,1021
2540,20,พะเยา,Phayao,Northern,ภาคเหนือ,13673,9094,10497,1154
2541,20,พะเยา,Phayao,Northern,ภาคเหนือ,16790,9600,889,93
2542,20,พะเยา,Phayao,Northern,ภาคเหนือ,22108,13673,6016,440
2543,20,พะเยา,Phayao,Northern,ภาคเหนือ,24471,16790,17143,1021
2544,20,พะเยา,Phayao,Northern,ภาคเหนือ,31950,20853,10155,487
2545,20,พะเยา,Phayao,Northern,ภาคเหนือ,36548,22820,15381,674
2546,20,พะเยา,Phayao,Northern,ภาคเหนือ,46538,31007,13488,435
2547,20,พะเยา,Phayao,Northern,ภาคเหนือ,51022,35096,24778,706
2548,20,พะเยา,Phayao,Northern,ภาคเหนือ,55237,41833,41436,991
2549,20,พะเยา,Phayao,Northern,ภาคเหนือ,57526,43371,27367,631
2550,20,พะเยา,Phayao,Northern,ภาคเหนือ,59659,48875,22957,470
2551,20,พะเยา,Phayao,Northern,ภาคเหนือ,62296,52695,16631,316
2552,20,พะเยา,Phayao,Northern,ภาคเหนือ,64636,54453,25593,470
2553,20,พะเยา,Phayao,Northern,ภาคเหนือ,65458,55640,16250,292
2554,20,พะเยา,Phayao,Northern,ภาคเหนือ,66855,58428,20377,349
2555,20,พะเยา,Phayao,Northern,ภาคเหนือ,66231,59253,29019,490
2556,20,พะเยา,Phayao,Northern,ภาคเหนือ,70784,61263,27995,457
2557,20,พะเยา,Phayao,Northern,ภาคเหนือ,73612,63233,39319,622
2558,20,พะเยา,Phayao,Northern,ภาคเหนือ,78152,69154,36103,522
2559,20,พะเยา,Phayao,Northern,ภาคเหนือ,81701,71961,29051,404
2560,20,พะเยา,Phayao,Northern,ภาคเหนือ,83391,75862,42146,556
2561,20,พะเยา,Phayao,Northern,ภาคเหนือ,81478,76160,38017,499
2562,20,พะเยา,Phayao,Northern,ภาคเหนือ,90213,77673,28479,367
2563,20,พะเยา,Phayao,Northern,ภาคเหนือ,96780,79737,31716,398
2564,20,พะเยา,Phayao,Northern,ภาคเหนือ,97823,85303,40605,476
2565,20,พะเยา,Phayao,Northern,ภาคเหนือ,96504,94406,43309,459
2566,20,พะเยา,Phayao,Northern,ภาคเหนือ,94311,93651,38186,408
2526,30,ลำปาง,Lampang,Northern,ภาคเหนือ,3377,2077,702,338
2527,30,ลำปาง,Lampang,Northern,ภาคเหนือ,3454,2077,1184,570
2528,30,ลำปาง,Lampang,Northern,ภาคเหนือ,3608,2077,1277,615
2529,30,ลำปาง,Lampang,Northern,ภาคเหนือ,3608,3454,3295,954
2530,30,ลำปาง,Lampang,Northern,ภาคเหนือ,3884,3608,1245,345
2531,30,ลำปาง,Lampang,Northern,ภาคเหนือ,4290,3608,3150,873
2532,30,ลำปาง,Lampang,Northern,ภาคเหนือ,4301,3884,1484,382
2533,30,ลำปาง,Lampang,Northern,ภาคเหนือ,4345,4290,5388,1256
2534,30,ลำปาง,Lampang,Northern,ภาคเหนือ,4489,4301,2353,547
2535,30,ลำปาง,Lampang,Northern,ภาคเหนือ,5917,4345,5144,1184
2536,30,ลำปาง,Lampang,Northern,ภาคเหนือ,7203,4489,2209,492
2537,30,ลำปาง,Lampang,Northern,ภาคเหนือ,7640,5917,6657,1125
2538,30,ลำปาง,Lampang,Northern,ภาคเหนือ,8154,7203,3695,513
2539,30,ลำปาง,Lampang,Northern,ภาคเหนือ,8905,7640,7494,981
2540,30,ลำปาง,Lampang,Northern,ภาคเหนือ,9799,8154,8768,1075
2541,30,ลำปาง,Lampang,Northern,ภาคเหนือ,10970,8905,721,81
2542,30,ลำปาง,Lampang,Northern,ภาคเหนือ,12694,9799,3961,404
2543,30,ลำปาง,Lampang,Northern,ภาคเหนือ,13747,10970,10681,974
2544,30,ลำปาง,Lampang,Northern,ภาคเหนือ,17664,12694,5577,439
2545,30,ลำปาง,Lampang,Northern,ภาคเหนือ,21029,13447,7678,571
2546,30,ลำปาง,Lampang,Northern,ภาคเหนือ,22096,16466,5104,310
2547,30,ลำปาง,Lampang,Northern,ภาคเหนือ,23549,19047,10095,530
2548,30,ลำปาง,Lampang,Northern,ภาคเหนือ,25019,20001,10344,517
2549,30,ลำปาง,Lampang,Northern,ภาคเหนือ,26371,21084,7021,333
2550,30,ลำปาง,Lampang,Northern,ภาคเหนือ,26732,22227,9786,440
2551,30,ลำปาง,Lampang,Northern,ภาคเหนือ,27812,24248,8727,360
2552,30,ลำปาง,Lampang,Northern,ภาคเหนือ,27812,25947,9190,354
2553,30,ลำปาง,Lampang,Northern,ภาคเหนือ,26979,26979,4253,158
2554,30,ลำปาง,Lampang,Northern,ภาคเหนือ,26672,26672,4694,176
2555,30,ลำปาง,Lampang,Northern,ภาคเหนือ,25784,25784,6626,257
2556,30,ลำปาง,Lampang,Northern,ภาคเหนือ,22330,22330,5648,253
2557,30,ลำปาง,Lampang,Northern,ภาคเหนือ,22506,21732,9192,423
2558,30,ลำปาง,Lampang,Northern,ภาคเหนือ,22242,20686,5295,256
2559,30,ลำปาง,Lampang,Northern,ภาคเหนือ,22236,20357,2888,142
2560,30,ลำปาง,Lampang,Northern,ภาคเหนือ,21942,20028,6095,304
2561,30,ลำปาง,Lampang,Northern,ภาคเหนือ,23189,20724,6726,325
2562,30,ลำปาง,Lampang,Northern,ภาคเหนือ,22120,19448,4612,237
2563,30,ลำปาง,Lampang,Northern,ภาคเหนือ,23371,19170,5816,303
2564,30,ลำปาง,Lampang,Northern,ภาคเหนือ,24047,19395,7148,369
2565,30,ลำปาง,Lampang,Northern,ภาคเหนือ,24047,22502,9995,444
2566,30,ลำปาง,Lampang,Northern,ภาคเหนือ,24047,22730,6187,272
2526,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,38119,36126,19616,440
2527,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,38377,37128,23354,543
2528,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,39521,38119,18411,629
2529,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,40806,38377,26020,483
2530,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,44926,39521,9959,678
2531,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,49593,40806,32522,252
2532,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,52764,44926,19094,797
2533,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,55221,49593,61694,425
2534,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,62979,52764,21686,1244
2535,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,67468,55221,47545,411
2536,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,73381,62979,26766,861
2537,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,79434,67468,71449,425
2538,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,88136,73381,52101,1059
2539,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,98611,79434,77137,710
2540,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,108687,88136,97541,1107
2541,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,128091,98611,12598,128
2542,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,145946,108687,52713,485
2543,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,163265,128091,144615,1129
2544,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,178256,142960,76770,537
2545,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,195027,160279,133673,834
2546,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,244474,178256,126205,708
2547,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,250177,195027,215310,1104
2548,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,261292,244474,269778,1104
2549,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,267259,250177,155186,620
2550,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,270620,261292,152724,584
2551,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,305117,259978,120399,463
2552,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,306015,262779,183372,698
2553,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,293267,280849,136341,485
2554,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,303533,281544,204445,726
2555,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,307201,287681,205436,714
2556,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,323432,299079,192533,644
2557,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,328036,301295,252278,837
2558,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,333353,315524,172577,547
2559,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,336408,318803,141197,443
2560,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,328130,316166,267409,846
2561,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,326820,319227,295621,926
2562,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,337180,319428,272552,853
2563,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,354701,321038,289657,902
2564,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,362298,325972,335903,1030
2565,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,367943,346393,366807,1059
2566,40,ลำพูน,Lamphun,Northern,ภาคเหนือ,363626,345830,337639,976
2526,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,31133,28000,18844,673
2527,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,32839,29613,20433,690
2528,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,34172,31133,15878,510
2529,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,36250,32839,31722,966
2530,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,44007,34172,8543,250
2531,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,47730,36250,49046,1353
2532,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,50743,44007,14390,327
2533,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,53848,47730,55080,1154
2534,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,61815,50743,40747,803
2535,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,70823,53848,63810,1185
2536,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,81106,61815,34925,565
2537,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,88398,70823,72877,1029
2538,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,92575,81106,54909,677
2539,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,94595,88398,96572,1092
2540,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,104241,92575,108280,1170
2541,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,126558,94595,13986,148
2542,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,152471,104241,56808,545
2543,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,175866,126558,123078,973
2544,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,192093,152471,74338,488
2545,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,212814,175589,172077,980
2546,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,250226,190949,136719,716
2547,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,289891,207077,202314,977
2548,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,334506,244360,220166,901
2549,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,304824,253682,140932,556
2550,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,315430,299293,170942,571
2551,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,331820,274809,150993,549
2552,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,333407,279385,189401,678
2553,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,329978,318430,152346,478
2554,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,350791,319417,265456,831
2555,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,360880,322721,274419,850
2556,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,378381,342069,284707,832
2557,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,387574,347556,320498,922
2558,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,398559,367430,299150,814
2559,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,402869,372278,246109,661
2560,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,407769,385417,310506,806
2561,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,410786,395746,357563,904
2562,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,431887,401108,335675,837
2563,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,451723,406183,342543,843
2564,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,455291,430381,397852,924
2565,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,456444,444767,439230,988
2566,50,เชียงใหม่,Chiang Mai,Northern,ภาคเหนือ,453443,448291,431354,962
2538,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,154,134,0,0
2539,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1093,154,0,0
2540,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1278,154,0,0
2541,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2052,1093,0,0
2542,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1959,1185,369,311
2543,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2188,1959,613,313
2544,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2280,1709,926,542
2545,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1959,1296,572,441
2546,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1777,1045,447,428
2547,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2549,1254,696,555
2548,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2763,1665,964,579
2549,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2810,2541,1210,476
2550,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,2893,2755,1606,583
2551,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,607,524,408,779
2552,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,685,607,459,756
2553,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,552,413,306,741
2554,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,596,474,389,821
2555,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,618,535,443,828
2556,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,700,596,345,579
2557,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,708,618,379,613
2558,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,756,699,416,595
2559,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,794,651,272,418
2560,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,807,632,382,604
2561,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,869,686,463,675
2562,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,976,723,374,517
2563,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1141,751,318,423
2564,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1279,902,562,623
2565,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1321,1110,780,703
2566,60,แม่ฮ่องสอน,Mae Hong Son,Northern,ภาคเหนือ,1318,1273,745,585
2528,70,ตาก,Tak,Western,ภาคตะวันตก,1571,0,0,0
2529,70,ตาก,Tak,Western,ภาคตะวันตก,1571,0,0,0
2530,70,ตาก,Tak,Western,ภาคตะวันตก,2159,1571,613,390
2531,70,ตาก,Tak,Western,ภาคตะวันตก,2654,1571,1276,812
2532,70,ตาก,Tak,Western,ภาคตะวันตก,3303,2159,410,190
2533,70,ตาก,Tak,Western,ภาคตะวันตก,4463,2654,2856,1076
2534,70,ตาก,Tak,Western,ภาคตะวันตก,4944,3303,1652,500
2535,70,ตาก,Tak,Western,ภาคตะวันตก,5556,4463,3637,815
2536,70,ตาก,Tak,Western,ภาคตะวันตก,6281,4944,2828,572
2537,70,ตาก,Tak,Western,ภาคตะวันตก,6784,5556,5173,931
2538,70,ตาก,Tak,Western,ภาคตะวันตก,7321,6281,2688,428
2539,70,ตาก,Tak,Western,ภาคตะวันตก,7813,6784,6264,923
2540,70,ตาก,Tak,Western,ภาคตะวันตก,8548,7321,7951,1086
2541,70,ตาก,Tak,Western,ภาคตะวันตก,9642,7813,611,78
2542,70,ตาก,Tak,Western,ภาคตะวันตก,10817,8548,3836,449
2543,70,ตาก,Tak,Western,ภาคตะวันตก,10783,8344,10931,1310
2544,70,ตาก,Tak,Western,ภาคตะวันตก,12211,8333,5179,622
2545,70,ตาก,Tak,Western,ภาคตะวันตก,18789,9545,5078,532
2546,70,ตาก,Tak,Western,ภาคตะวันตก,22131,11290,4301,381
2547,70,ตาก,Tak,Western,ภาคตะวันตก,18596,12568,7264,578
2548,70,ตาก,Tak,Western,ภาคตะวันตก,20792,16779,10503,626
2549,70,ตาก,Tak,Western,ภาคตะวันตก,21380,17743,7470,421
2550,70,ตาก,Tak,Western,ภาคตะวันตก,16431,14990,12895,860
2551,70,ตาก,Tak,Western,ภาคตะวันตก,17484,13882,12852,926
2552,70,ตาก,Tak,Western,ภาคตะวันตก,17369,13767,12906,937
2553,70,ตาก,Tak,Western,ภาคตะวันตก,16567,13767,13310,967
2554,70,ตาก,Tak,Western,ภาคตะวันตก,18105,13767,14609,1061
2555,70,ตาก,Tak,Western,ภาคตะวันตก,19493,16567,13458,812
2556,70,ตาก,Tak,Western,ภาคตะวันตก,22245,18081,12770,706
2557,70,ตาก,Tak,Western,ภาคตะวันตก,22874,19346,14425,746
2558,70,ตาก,Tak,Western,ภาคตะวันตก,24501,22022,12623,573
2559,70,ตาก,Tak,Western,ภาคตะวันตก,26258,22625,10637,470
2560,70,ตาก,Tak,Western,ภาคตะวันตก,26283,23970,15442,644
2561,70,ตาก,Tak,Western,ภาคตะวันตก,29990,25844,19176,742
2562,70,ตาก,Tak,Western,ภาคตะวันตก,29894,26121,17655,676
2563,70,ตาก,Tak,Western,ภาคตะวันตก,29903,29811,17840,598
2564,70,ตาก,Tak,Western,ภาคตะวันตก,29991,29761,20594,692
2565,70,ตาก,Tak,Western,ภาคตะวันตก,30410,29812,19844,666
2566,70,ตาก,Tak,Western,ภาคตะวันตก,30212,29776,20387,685
2528,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,20,20,0,0
2529,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,20,20,0,0
2530,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,20,20,0,0
2531,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,20,20,0,0
2532,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,1468,20,0,0
2533,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,1468,20,0,0
2534,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,1094,1094,0,0
2535,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,735,735,0,0
2536,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,1169,735,0,0
2537,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,1270,735,0,0
2538,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,1832,1169,0,0
2539,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,2486,1270,0,0
2540,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,3176,1832,0,0
2541,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,3193,2486,0,0
2542,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,4441,3176,1480,466
2543,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,4529,3193,2612,818
2544,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,6584,4441,4201,946
2545,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,8267,4529,3954,873
2546,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,11598,6564,3394,517
2547,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,14988,8131,3317,408
2548,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,15760,11402,4458,391
2549,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,17391,14908,6038,405
2550,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,11672,10041,3876,386
2551,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,10695,9590,3771,393
2552,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,9566,8616,3547,412
2553,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,8781,8038,3376,420
2554,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,9477,8050,3978,494
2555,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,9011,7727,3973,514
2556,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,9725,8442,3346,396
2557,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,10545,8922,4250,476
2558,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,10661,8355,3844,460
2559,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,11776,8907,2940,330
2560,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,12025,10253,4857,474
2561,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,12396,11634,6965,599
2562,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,12847,11976,7495,626
2563,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,13202,12339,7591,615
2564,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,13221,12471,10268,823
2565,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,12084,11360,9962,877
2566,80,กำแพงเพชร,Kamphaeng Phet,Central,ภาคกลาง,11680,11229,11784,1049
2529,90,สุโขทัย,Sukhothai,Central,ภาคกลาง,700,41,0,0
2530,90,สุโขทัย,Sukhothai,Central,ภาคกลาง,738,700,0,0
2531,90,สุโขทัย,Sukhothai,Central,ภาคกลาง,1200,700,,
